,Ticker,Name,Weight (%),Price,Shares,Market Value,Sector,Year
14647,UTL,UNITIL CORP,0.0,28.38,2486.0,70552.68,Utilities,2011
14648,ORA,ORMAT TECH INC,0.0,18.03,4084.0,73634.52,Utilities,2011
14649,SJW,SJW GROUP,0.0,23.64,3210.0,75884.4,Utilities,2011
14650,IRDM,IRIDIUM COMMUNICATIONS INC,0.0,7.71,9890.0,76251.9,Utilities,2011
14651,IQNT,INTELIQUENT INC,0.0,10.69,7154.0,76476.26,Utilities,2011
14652,VG,VONAGE HOLDINGS CORP,0.0,2.45,31484.0,77135.8,Utilities,2011
14653,CLWR,CLEARWIRE CORP CL A,0.0,1.94,40919.0,79382.86,Utilities,2011
14654,ATNI,ATN INTERNATIONAL INC,0.0,39.05,2119.0,82746.95,Utilities,2011
14655,PCO,PENDRELL CORP CLASS A,0.0,2.56,34355.0,87948.8,Utilities,2011
14656,GNCMA,GENERAL COMMUNICATIONS INC CLASS A,0.0,9.79,9418.0,92202.22,Utilities,2011
14657,CPK,CHESAPEAKE UTILITIES CORP,0.0,43.35,2180.0,94503.0,Utilities,2011
14658,PGI,PREMIERE GLOBAL SERVICES INC.,0.0,8.47,11877.0,100598.19,Utilities,2011
14659,CV,CENTRAL VERMONT PUBLIC SERVICE COR,0.0,35.1,3055.0,107230.5,Utilities,2011
14660,CNSL,CONSOLIDATED COMMUNICATIONS HOLDIN,0.0,19.05,5942.0,113195.1,Utilities,2011
14661,LEAP,LEAP WIRELESS INTERNATIONAL INC,0.0,9.29,13891.0,129047.39,Utilities,2011
14662,CBB,CINCINNATI BELL INC,0.0,3.03,45163.0,136843.89,Utilities,2011
14663,USM,UNITED STATES CELLULAR CORP,0.0,43.63,3297.0,143848.11,Utilities,2011
14664,AWR,AMERICAN STATES WATER,0.0,34.9,4243.0,148080.7,Utilities,2011
14665,CWT,CALIFORNIA WATER SERVICE GROUP,0.01,18.26,9484.0,173177.84,Utilities,2011
14666,CCOI,COGENT COMMUNICATIONS HOLDINGS INC,0.01,16.89,10444.0,176399.16,Utilities,2011
14667,OTTR,OTTER TAIL CORP,0.01,22.02,8318.0,183162.36,Utilities,2011
14668,EDE,EMPIRE DISTRICT ELECTRIC CO.,0.01,21.09,9499.0,200333.91,Utilities,2011
14669,LG,SPIRE INC,0.01,40.47,5097.0,206275.59,Utilities,2011
14670,CHG,CH ENERGY GROUP INC. (HOLDING CO.),0.01,58.38,3571.0,208474.98,Utilities,2011
14671,MGEE,MGE ENERGY INC,0.01,46.77,5305.0,248114.85,Utilities,2011
14672,NWN,NORTHWEST NATURAL GAS,0.01,47.93,6113.0,292996.09,Utilities,2011
14673,JCOM,J2 GLOBAL INC,0.01,28.14,10534.0,296426.76,Utilities,2011
14674,NWE,NORTHWESTERN CORP,0.01,35.79,8319.0,297737.01,Utilities,2011
14675,BKH,BLACK HILLS CORP,0.01,33.58,9027.0,303126.66,Utilities,2011
14676,ALE,ALLETE INC,0.01,41.98,7302.0,306537.96,Utilities,2011
14677,UNS,UNISOURCE ENERGY CORP.,0.01,36.92,8380.0,309389.6,Utilities,2011
14678,PNM,PNM RESOURCES INC,0.01,18.23,18225.0,332241.75,Utilities,2011
14679,EE,EL PASO ELECTRIC,0.01,34.64,9636.0,333791.04,Utilities,2011
14680,AVA,AVISTA CORP,0.01,25.75,13192.0,339694.0,Utilities,2011
14681,AT,ATLANTIC POWER CORP,0.01,14.3,26031.0,372243.3,Utilities,2011
14682,SJI,S JERSEY INDS INC,0.01,56.81,6855.0,389432.55,Utilities,2011
14683,UIL,UIL HOLDINGS CORP.,0.01,35.37,11552.0,408594.24,Utilities,2011
14684,POR,PORTLAND GENERAL ELECTRIC,0.01,25.29,17226.0,435645.54,Utilities,2011
14685,SWX,SOUTHWEST GAS HOLDINGS INC,0.01,42.49,10486.0,445550.14,Utilities,2011
14686,GEN,GENON ENERGY INC.,0.01,2.61,177090.0,462204.9,Utilities,2011
14687,NJR,NEW JERSEY RESOURCES CORP,0.01,49.2,9460.0,465432.0,Utilities,2011
14688,IDA,IDACORP INC,0.01,42.41,11330.0,480505.3,Utilities,2011
14689,WGL,WGL HOLDINGS INC,0.02,44.22,11721.0,518302.62,Utilities,2011
14690,CNL,CLECO CORP.,0.02,38.1,13928.0,530656.8,Utilities,2011
14691,TDS,TELEPHONE & DATA SYSTEMS INC.,0.02,25.89,20636.0,534266.04,Utilities,2011
14692,PCS,METROPCS COMMUNICATIONS INC.,0.02,8.68,63383.0,550164.44,Utilities,2011
14693,PNY,PIEDMONT NATURAL GAS CO.,0.02,33.98,16399.0,557238.02,Utilities,2011
14694,VVC,VECTREN CORP,0.02,30.23,18672.0,564454.56,Utilities,2011
14695,LVLT,LEVEL COMMUNICATIONS INC,0.02,16.99,33549.0,569997.51,Utilities,2011
14696,HE,HAWAIIAN ELECTRIC INDUSTRIES INC,0.02,26.48,21762.0,576257.76,Utilities,2011
14697,TWTC,TW TELECOM INC CLASS A,0.02,19.38,34403.0,666730.14,Utilities,2011
14698,GXP,GREAT PLAINS ENERGY INC,0.02,21.78,31034.0,675920.52,Utilities,2011
14699,ATO,ATMOS ENERGY CORP,0.02,33.35,20699.0,690311.65,Utilities,2011
14700,WTR,AQUA AMERICA INC,0.02,22.05,31677.0,698477.85,Utilities,2011
14701,WR,WESTAR ENERGY INC,0.02,28.78,25946.0,746725.88,Utilities,2011
14702,UGI,UGI CORP,0.02,29.4,25501.0,749729.4,Utilities,2011
14703,STR,QUESTAR CORP,0.03,19.86,40541.0,805144.26,Utilities,2011
14704,EGN,ENERGEN CORP,0.03,50.0,16478.0,823900.0,Utilities,2011
14705,NIHDQ,NII HOLDINGS INC CLASS B,0.03,21.3,38912.0,828825.6,Utilities,2011
14706,NVE,NV ENERGY INC.,0.03,16.35,53918.0,881559.3,Utilities,2011
14707,ITC,ITC HOLDINGS CORP,0.03,75.88,11663.0,884988.44,Utilities,2011
14708,MDU,MDU RESOURCES GROUP INC,0.03,21.46,43163.0,926277.98,Utilities,2011
14709,TE,TECO ENERGY INC,0.03,19.14,49140.0,940539.6,Utilities,2011
14710,TEG,INTEGRYS ENERGY GROUP INC.,0.03,54.18,17901.0,969876.18,Utilities,2011
14711,NRG,NRG ENERGY INC,0.03,18.12,55117.0,998720.04,Utilities,2011
14712,POM,PEPCO HOLDINGS INC,0.03,20.3,51616.0,1047804.8,Utilities,2011
14713,NFG,NATIONAL FUEL GAS,0.03,55.58,18905.0,1050739.9,Utilities,2011
14714,XYL,XYLEM INC,0.03,25.69,42090.0,1081292.1,Utilities,2011
14715,NST,NSTAR,0.03,46.96,23676.0,1111824.96,Utilities,2011
14716,LNT,ALLIANT ENERGY CORP,0.03,44.11,25358.0,1118541.38,Utilities,2011
14717,GAS,AGL RESOURCES INC.,0.04,42.26,26713.0,1128891.38,Utilities,2011
14718,FTR,FRONTIER COMMUNICATIONS CORP,0.04,5.15,227501.0,1171630.15,Utilities,2011
14719,SCG,SCANA CORP,0.04,45.06,26329.0,1186384.74,Utilities,2011
14720,SUG,SOUTHERN UNION,0.04,42.11,28508.0,1200471.88,Utilities,2011
14721,PNW,PINNACLE WEST CORP,0.04,48.18,24922.0,1200741.96,Utilities,2011
14722,OGE,OGE ENERGY CORP,0.04,56.71,22382.0,1269283.22,Utilities,2011
14723,CMS,CMS ENERGY CORP,0.04,22.08,57688.0,1273751.04,Utilities,2011
14724,AWK,AMERICAN WATER WORKS INC,0.04,31.86,40080.0,1276948.8,Utilities,2011
14725,CPN,CALPINE CORP,0.04,16.33,87754.0,1433022.82,Utilities,2011
14726,ES,NORTHEAST UTILITIES,0.05,36.07,40410.0,1457588.7,Utilities,2011
14727,NI,NISOURCE INC,0.05,23.81,63906.0,1521601.86,Utilities,2011
14728,WIN,WINDSTREAM CORP.,0.05,11.74,130342.0,1530215.08,Utilities,2011
14729,S,SPRINT NEXTEL CORP,0.05,2.34,683809.0,1600113.06,Utilities,2011
14730,CEG,CONSTELLATION ENERGY GROUP INC.,0.05,39.67,42569.0,1688712.23,Utilities,2011
14731,AES,AES CORP,0.06,11.84,150144.0,1777704.96,Utilities,2011
14732,AEE,AMEREN CORP,0.06,33.13,55121.0,1826158.73,Utilities,2011
14733,WEC,WEC ENERGY GROUP INC,0.06,34.96,53428.0,1867842.88,Utilities,2011
14734,CNP,CENTERPOINT ENERGY INC,0.06,20.09,97227.0,1953290.43,Utilities,2011
14735,DTE,DTE ENERGY,0.07,54.45,38707.0,2107596.15,Utilities,2011
14736,OKE,ONEOK INC,0.07,86.69,24480.0,2122171.2,Utilities,2011
14737,ETR,ENTERGY CORP,0.09,73.05,40673.0,2971162.65,Utilities,2011
14738,SRE,SEMPRA ENERGY,0.09,55.0,54720.0,3009600.0,Utilities,2011
14739,XEL,XCEL ENERGY INC,0.1,27.64,110654.0,3058476.56,Utilities,2011
14740,EIX,EDISON INTERNATIONAL,0.1,41.4,74460.0,3082644.0,Utilities,2011
14741,PCG,PG&E CORP,0.12,41.22,90943.0,3748670.46,Utilities,2011
14742,PGN,PROGRESS ENERGY INC.,0.12,56.02,67311.0,3770762.22,Utilities,2011
14743,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,0.12,33.01,115620.0,3816616.2,Utilities,2011
14744,PPL,PPL CORP,0.12,29.42,131892.0,3880262.64,Utilities,2011
14745,ED,CONSOLIDATED EDISON INC,0.13,62.03,66860.0,4147325.8,Utilities,2011
14746,FE,FIRSTENERGY CORP,0.13,44.3,95569.0,4233706.7,Utilities,2011
14747,AEP,AMERICAN ELECTRIC POWER INC,0.14,41.31,110099.0,4548189.69,Utilities,2011
14748,CTL,CENTURYLINK INC,0.16,37.2,139796.0,5200411.2,Utilities,2011
14749,NEE,NEXTERA ENERGY INC,0.18,60.88,96422.0,5870171.36,Utilities,2011
14750,EXC,EXELON CORP,0.2,43.37,151369.0,6564873.53,Utilities,2011
14751,DUK,DUKE ENERGY CORP.,0.21,22.0,304239.0,6693258.0,Utilities,2011
14752,D,DOMINION ENERGY INC,0.22,53.08,131580.0,6984266.4,Utilities,2011
14753,SO,SOUTHERN,0.28,46.29,194035.0,8981880.15,Utilities,2011
14754,VZ,VERIZON COMMUNICATIONS INC,0.81,40.12,646465.0,25936175.8,Utilities,2011
14755,T,AT&T INC,1.28,30.24,1353216.0,40921251.84,Utilities,2011
14757,-,1015736,0.07,26.63,98261.0,2616690.43,-,2012
14758,WMT,WALMART STORES INC,0.73,68.23,392389.0,26772701.47,Consumer Discretionary,2012
14759,CMCSA,COMCAST A CORP,0.64,37.38,623598.0,23310093.24,Consumer Discretionary,2012
14760,HD,HOME DEPOT INC,0.6,61.85,355490.0,21987056.5,Consumer Discretionary,2012
14761,AMZN,AMAZON COM INC,0.58,251.14,84021.0,21101033.94,Consumer Discretionary,2012
14762,MCD,MCDONALDS CORP,0.57,88.21,236039.0,20821000.19,Consumer Discretionary,2012
14763,DIS,WALT DISNEY,0.56,49.79,414151.0,20620578.29,Consumer Discretionary,2012
14764,EBAY,EBAY INC,0.37,51.02,268325.0,13689941.5,Consumer Discretionary,2012
14765,NCRA,NEWS CORP. CL A,0.34,25.54,485236.0,12392927.44,Consumer Discretionary,2012
14766,F,F MOTOR,0.31,12.95,868921.0,11252526.95,Consumer Discretionary,2012
14767,TWX*,TIME WARNER INC,0.29,47.83,222344.0,10634713.52,Consumer Discretionary,2012
14768,COST,COSTCO WHOLESALE CORP,0.27,98.77,100347.0,9911273.19,Consumer Discretionary,2012
14769,SBUX,STARBUCKS CORP,0.26,53.62,175676.0,9419747.12,Consumer Discretionary,2012
14770,LOW,LOWES COMPANIES INC,0.25,35.52,260376.0,9248555.52,Consumer Discretionary,2012
14771,TGT,TARGET CORP,0.25,59.17,153141.0,9061352.97,Consumer Discretionary,2012
14772,NKE,NIKE INC CLASS B,0.24,51.6,168084.0,8673134.4,Consumer Discretionary,2012
14773,TJX,TJX INC,0.2,42.45,171542.0,7281957.9,Consumer Discretionary,2012
14774,PCLN,THE PRICELINE GROUP INC,0.2,621.2,11530.0,7162436.0,Consumer Discretionary,2012
14775,YUM,YUM BRANDS INC,0.19,66.4,106614.0,7079169.6,Consumer Discretionary,2012
14776,T3W1,TIME WARNER CABLE-A,0.19,97.19,72307.0,7027517.33,Consumer Discretionary,2012
14777,DTV,DIRECTV,0.19,50.16,139825.0,7013622.0,Consumer Discretionary,2012
14778,VIAB,VIACOM INC CLASS B,0.18,52.74,122094.0,6439237.56,Consumer Discretionary,2012
14779,CBS,CBS CORP CLASS B,0.16,38.05,149754.0,5698139.7,Consumer Discretionary,2012
14780,GM,GENERAL MOTORS,0.14,28.83,178187.0,5137131.21,Consumer Discretionary,2012
14781,JCI,JOHNSON CONTROLS INC,0.13,30.7,156976.0,4819163.2,Consumer Discretionary,2012
14782,LVS,LAS VEGAS SANDS CORP,0.12,46.16,91654.0,4230748.64,Consumer Discretionary,2012
14783,LBTYA,LIBERTY GLOBAL PLC CLASS A,0.11,62.99,61081.0,3847492.19,Consumer Discretionary,2012
14784,M,MACYS INC,0.1,39.02,96591.0,3768980.82,Consumer Discretionary,2012
14785,COH,COACH INC,0.1,55.51,66954.0,3716616.54,Consumer Discretionary,2012
14786,MHFI,S&P GLOBAL INC,0.1,54.67,65164.0,3562515.88,Consumer Discretionary,2012
14787,CCL,CARNIVAL CORP,0.1,36.77,96812.0,3559777.24,Consumer Discretionary,2012
14788,DISCA,DISCOVERY COMMUNICATIONS INC SERIE,0.1,63.48,55201.0,3504159.48,Consumer Discretionary,2012
14789,EL,ESTEE LAUDER INC CLASS A,0.09,59.86,53680.0,3213284.8,Consumer Discretionary,2012
14790,OMC,OMNICOM GROUP INC,0.09,49.96,63543.0,3174608.28,Consumer Discretionary,2012
14791,AZO,AUTOZONE INC,0.09,354.43,8867.0,3142730.81,Consumer Discretionary,2012
14792,VFC,VF CORP,0.08,150.97,20410.0,3081297.7,Consumer Discretionary,2012
14793,BBBY,BED BATH AND BEYOND INC,0.08,55.91,54167.0,3028476.97,Consumer Discretionary,2012
14794,LMCA,LIBERTY MEDIA CORP CLASS A,0.08,116.01,25305.0,2935633.05,Consumer Discretionary,2012
14795,DLPH,DELPHI AUTOMOTIVE PLC,0.08,38.25,76539.0,2927616.75,Consumer Discretionary,2012
14796,MAT,MATTEL INC,0.08,36.62,79421.0,2908397.02,Consumer Discretionary,2012
14797,ROST,ROSS STORES INC,0.08,54.15,52771.0,2857549.65,Consumer Discretionary,2012
14798,LTD,LIMITED BRANDS INC.,0.07,47.06,56239.0,2646607.34,Consumer Discretionary,2012
14799,HOT,STARWOOD HOTELS & RESORTS WORLDWID,0.07,57.36,46098.0,2644181.28,Consumer Discretionary,2012
14800,HOG,HARLEY DAVIDSON INC,0.07,48.84,54005.0,2637604.2,Consumer Discretionary,2012
14801,QVCA,LIBERTY INTERACTIVE QVC GROUP CORP,0.07,19.68,130337.0,2565032.16,Consumer Discretionary,2012
14802,SIRI,SIRIUS XM RADIO INC.,0.07,2.89,886785.0,2562808.65,Consumer Discretionary,2012
14803,ORLY,OREILLY AUTOMOTIVE INC,0.07,89.42,27738.0,2480331.96,Consumer Discretionary,2012
14804,VMED,VIRGIN MEDIA INC,0.07,36.75,64826.0,2382355.5,Consumer Discretionary,2012
14805,GPC,GENUINE PARTS,0.06,63.58,36393.0,2313866.94,Consumer Discretionary,2012
14806,KSS,KOHLS CORP,0.06,42.98,53089.0,2281765.22,Consumer Discretionary,2012
14807,MAR,MARRIOTT INTERNATIONAL INC CLASS A,0.06,37.27,59350.0,2211974.5,Consumer Discretionary,2012
14808,DLTR,DOLLAR TREE INC,0.06,40.56,54127.0,2195391.12,Consumer Discretionary,2012
14809,CMG,CHIPOTLE MEXICAN GRILL INC,0.06,297.46,7375.0,2193767.5,Consumer Discretionary,2012
14810,GPS,GAP INC,0.06,31.04,70649.0,2192944.96,Consumer Discretionary,2012
14811,RL,RALPH LAUREN CORP CLASS A,0.06,149.92,14370.0,2154350.4,Consumer Discretionary,2012
14812,WYNN,WYNN RESORTS LTD,0.06,112.49,18597.0,2091976.53,Consumer Discretionary,2012
14813,KMX,CARMAX INC,0.05,37.54,53288.0,2000431.52,Consumer Discretionary,2012
14814,JWN,NORDSTROM INC,0.05,53.5,36712.0,1964092.0,Consumer Discretionary,2012
14815,BWA,BORGWARNER INC,0.05,71.62,26782.0,1918126.84,Consumer Discretionary,2012
14816,DG,DOLLAR GENERAL CORP,0.05,44.09,42989.0,1895385.01,Consumer Discretionary,2012
14817,PVH,PVH CORP,0.05,111.01,16455.0,1826669.55,Consumer Discretionary,2012
14818,WYN,WYNDHAM WORLDWIDE CORP,0.05,53.21,34098.0,1814354.58,Consumer Discretionary,2012
14819,SPLS,STAPLES INC,0.05,11.4,156880.0,1788432.0,Consumer Discretionary,2012
14820,WHR,WHIRLPOOL CORP,0.05,101.75,17575.0,1788256.25,Consumer Discretionary,2012
14821,DISH,DISH NETWORK CORP CLASS A,0.05,36.4,47724.0,1737153.6,Consumer Discretionary,2012
14822,PETM,PETSMART INC,0.05,68.34,25324.0,1730642.16,Consumer Discretionary,2012
14823,TIF,TIFFANY,0.05,57.34,29615.0,1698124.1,Consumer Discretionary,2012
14824,NWL,NEWELL BRANDS INC,0.04,22.27,67824.0,1510440.48,Consumer Discretionary,2012
14825,TSCO,TRACTOR SUPPLY,0.04,88.36,16856.0,1489396.16,Consumer Discretionary,2012
14826,LEN,LENNAR A CORP,0.04,38.67,37845.0,1463466.15,Consumer Discretionary,2012
14827,AVP,AVON PRODUCTS INC,0.04,14.36,101010.0,1450503.6,Consumer Discretionary,2012
14828,LKQ1,LKQ CORP,0.04,21.1,68572.0,1446869.2,Consumer Discretionary,2012
14829,ULTA,ULTA BEAUTY INC,0.04,98.26,14715.0,1445895.9,Consumer Discretionary,2012
14830,FDO,FAMILY DOLLAR STORES INC,0.04,63.41,22601.0,1433129.41,Consumer Discretionary,2012
14831,PHM,PULTEGROUP INC,0.04,18.16,77429.0,1406110.64,Consumer Discretionary,2012
14832,DRI,DARDEN RESTAURANTS INC,0.04,45.07,29907.0,1347908.49,Consumer Discretionary,2012
14833,DHI,D R HORTON INC,0.03,19.78,64593.0,1277649.54,Consumer Discretionary,2012
14834,PII,POLARIS INDUSTRIES INC,0.03,84.15,15147.0,1274620.05,Consumer Discretionary,2012
14835,EXPE,EXPEDIA INC,0.03,61.45,20465.0,1257574.25,Consumer Discretionary,2012
14836,TRW,TRW AUTOMOTIVE HOLDINGS CORP,0.03,53.61,23414.0,1255224.54,Consumer Discretionary,2012
14837,AAP,ADVANCE AUTO PARTS INC,0.03,72.35,17090.0,1236461.5,Consumer Discretionary,2012
14838,MHK,MOHAWK INDUSTRIES INC,0.03,90.47,13354.0,1208136.38,Consumer Discretionary,2012
14839,NFLX,NETFLIX INC,0.03,92.78,12906.0,1197418.68,Consumer Discretionary,2012
14840,RCL,ROYAL CARIBBEAN CRUISES LTD,0.03,34.0,35204.0,1196936.0,Consumer Discretionary,2012
14841,HRB,H&R BLOCK INC,0.03,18.57,63774.0,1184283.18,Consumer Discretionary,2012
14842,FOSL,FOSSIL GROUP INC.,0.03,93.1,12705.0,1182835.5,Consumer Discretionary,2012
14843,SNI,SCRIPPS NETWORKS INTERACTIVE INC C,0.03,57.92,19744.0,1143572.48,Consumer Discretionary,2012
14844,IPG,INTERPUBLIC GROUP OF COMPANIES INC,0.03,11.02,102950.0,1134509.0,Consumer Discretionary,2012
14845,WOO,FOOT LOCKER INC,0.03,32.12,35301.0,1133868.12,Consumer Discretionary,2012
14846,NVR,NVR INC,0.03,920.0,1191.0,1095720.0,Consumer Discretionary,2012
14847,LEA,LEAR CORP,0.03,46.84,23177.0,1085610.68,Consumer Discretionary,2012
14848,FBHS,FORTUNE BRANDS HOME AND SECURITY I,0.03,29.22,37130.0,1084938.6,Consumer Discretionary,2012
14849,TLK,TOLL BROTHERS INC,0.03,32.33,33409.0,1080112.97,Consumer Discretionary,2012
14850,MGM,MGM RESORTS INTERNATIONAL,0.03,11.64,92408.0,1075629.12,Consumer Discretionary,2012
14851,SNA,SNAP ON INC,0.03,78.99,13515.0,1067549.85,Consumer Discretionary,2012
14852,SIG,SIGNET JEWELERS LTD,0.03,53.4,19793.0,1056946.2,Consumer Discretionary,2012
14853,PNRA,PANERA BREAD CLASS A,0.03,158.83,6596.0,1047642.68,Consumer Discretionary,2012
14854,GRMN,GARMIN LTD,0.03,40.82,25323.0,1033684.86,Consumer Discretionary,2012
14855,KORS,MICHAEL KORS HOLDINGS LTD,0.03,51.03,19718.0,1006209.54,Consumer Discretionary,2012
14856,TGNA,GANNETT CO INC,0.03,18.01,54634.0,983958.34,Consumer Discretionary,2012
14857,DSG,DICKS SPORTING INC,0.03,45.49,21578.0,981583.22,Consumer Discretionary,2012
14858,WBC,WABCO HOLDINGS INC,0.03,65.19,14977.0,976350.63,Consumer Discretionary,2012
14859,URBN,URBAN OUTFITTERS INC,0.03,39.36,24752.0,974238.72,Consumer Discretionary,2012
14860,HAS,HASBRO INC,0.03,35.9,26824.0,962981.6,Consumer Discretionary,2012
14861,JAH,JARDEN CORP,0.03,51.7,18514.0,957173.8,Consumer Discretionary,2012
14862,H9B1,HERC HOLDINGS INC,0.03,16.27,58275.0,948134.25,Consumer Discretionary,2012
14863,AEO,AMERICAN EAGLE OUTFITTERS INC,0.03,20.51,45550.0,934230.5,Consumer Discretionary,2012
14864,WM1,WILLIAMS SONOMA INC,0.02,43.77,20575.0,900567.75,Consumer Discretionary,2012
14865,LEG,LEGGETT & PLATT INC,0.02,27.22,32614.0,887753.08,Consumer Discretionary,2012
14866,IGT,INTERNATIONAL GAME TECHNOLOGY,0.02,14.17,62023.0,878865.91,Consumer Discretionary,2012
14867,UAA,UNDER ARMOUR INC CLASS A,0.02,48.53,18056.0,876257.68,Consumer Discretionary,2012
14868,ANF,ABERCROMBIE AND FITCH CLASS A,0.02,47.97,18235.0,874732.95,Consumer Discretionary,2012
14869,NLSN,NIELSEN HOLDINGS NV,0.02,30.59,28289.0,865360.51,Consumer Discretionary,2012
14870,CHTR,CHARTER COMMUNICATIONS INC CLASS A,0.02,76.24,11337.0,864332.88,Consumer Discretionary,2012
14871,SBH,SALLY BEAUTY HOLDINGS INC,0.02,23.57,36000.0,848520.0,Consumer Discretionary,2012
14872,TRIP,TRIPADVISOR INC,0.02,41.96,20136.0,844906.56,Consumer Discretionary,2012
14873,TUP,TUPPERWARE BRANDS CORP,0.02,64.1,13014.0,834197.4,Consumer Discretionary,2012
14874,HBI,HANESBRANDS INC,0.02,35.82,22701.0,813149.82,Consumer Discretionary,2012
14875,GT,GOODYEAR TIRE & RUBBER,0.02,13.81,56944.0,786396.64,Consumer Discretionary,2012
14876,PENN,PENN NATIONAL GAMING INC,0.02,49.11,15365.0,754575.15,Consumer Discretionary,2012
14877,BBY,BEST BUY INC,0.02,11.85,62569.0,741442.65,Consumer Discretionary,2012
14878,HAR,HARMAN INTERNATIONAL INC,0.02,44.64,16409.0,732497.76,Consumer Discretionary,2012
14879,JCP,JC PENNEY INC,0.02,19.71,37109.0,731418.39,Consumer Discretionary,2012
14880,GME,GAMESTOP CORP CLASS A,0.02,25.09,28887.0,724774.83,Consumer Discretionary,2012
14881,CHS,CHICOS FAS INC,0.02,18.46,39009.0,720106.14,Consumer Discretionary,2012
14882,CVC,CABLEVISION SYSTEMS CORP CLASS A,0.02,14.94,46807.0,699296.58,Consumer Discretionary,2012
14883,SVC,SERVICE CORPORATION INTERNATIONAL,0.02,13.81,50519.0,697667.39,Consumer Discretionary,2012
14884,LAMR,LAMAR ADVERTISING CO. CL A,0.02,38.75,17948.0,695485.0,Consumer Discretionary,2012
14885,CNK,CINEMARK HOLDINGS INC,0.02,25.98,26754.0,695068.92,Consumer Discretionary,2012
14886,WRC,WARNACO GROUP INC.,0.02,71.57,9519.0,681274.83,Consumer Discretionary,2012
14887,AMCX,AMC NETWORKS CLASS A INC,0.02,49.5,13299.0,658300.5,Consumer Discretionary,2012
14888,VC,VISTEON CORP,0.02,53.82,12187.0,655904.34,Consumer Discretionary,2012
14889,GNTX,GENTEX CORP,0.02,18.82,33602.0,632389.64,Consumer Discretionary,2012
14890,CRI,CARTERS INC,0.02,55.65,11269.0,627119.85,Consumer Discretionary,2012
14891,MSG,MADISON SQUARE GARDEN CLASS A,0.02,44.35,14074.0,624181.9,Consumer Discretionary,2012
14892,BC,BRUNSWICK CORP,0.02,29.09,20804.0,605188.36,Consumer Discretionary,2012
14893,EZV,DOMINOS PIZZA INC,0.02,43.55,13638.0,593934.9,Consumer Discretionary,2012
14894,LVNTA,LIBERTY VENTURES - SER A,0.02,67.76,8760.0,593577.6,Consumer Discretionary,2012
14895,DDS,DILLARDS INC CLASS A,0.02,83.77,6831.0,572232.87,Consumer Discretionary,2012
14896,SIX,SIX FLAGS ENTERTAINMENT CORP,0.02,61.2,9257.0,566528.4,Consumer Discretionary,2012
14897,TSLA,TESLA INC,0.02,33.87,16393.0,555230.91,Consumer Discretionary,2012
14898,DNKN,DUNKIN BRANDS GROUP INC,0.01,33.18,16525.0,548299.5,Consumer Discretionary,2012
14899,EAT,BRINKER INTERNATIONAL INC,0.01,30.99,17545.0,543719.55,Consumer Discretionary,2012
14900,DAN,DANA INCORPORATED INC,0.01,15.61,34270.0,534954.7,Consumer Discretionary,2012
14901,BID,SOTHEBYS,0.01,33.62,15706.0,528035.72,Consumer Discretionary,2012
14902,ASNA,ASCENA RETAIL GROUP INC,0.01,18.49,28482.0,526632.18,Consumer Discretionary,2012
14903,DSW,DSW INC CLASS A,0.01,65.69,7649.0,502462.81,Consumer Discretionary,2012
14904,AAN,AARONS INC,0.01,28.28,17628.0,498519.84,Consumer Discretionary,2012
14905,TEN,TENNECO INC,0.01,35.11,14130.0,496104.3,Consumer Discretionary,2012
